objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,version_publishers,version_languages,version_yearpublished,version_nickname
Seikatsu,216428,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,93679733,6.20276,6.98543,1.4861,2007,3040,thing,Seikatsu,1,4,30,30,15,2017,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Senet,2399,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307829,5.57215,5.83296,1.4559,9975,1642,thing,Senet,2,2,30,30,30,-3500,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Senseï,187959,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472525,5.54585,6.12943,1.6667,12294,216,thing,Senseï,2,2,15,15,15,2016,,,,,,,,,,standalone,,,,,
Senshi,247143,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,84856577,5.6075,6.21215,1.9,8061,842,thing,Senshi,2,4,20,20,15,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Sergeant Major,154252,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472619,5.50052,5.51981,1.8571,21783,30,thing,Sergeant Major,3,3,60,60,60,0,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Sheep Boom Bah,259310,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81925464,5.49017,5.51407,1.3333,23550,108,thing,Sheep Boom Bah,2,4,30,30,20,2019,,,8+,,,,,,,standalone,,,,,
Shifting Stones,302280,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87815774,5.9684,6.5036,1.2273,3060,3158,thing,Shifting Stones,1,5,20,20,20,2020,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Shogun,20551,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102773055,7.21763,7.5152,3.3647,277,13922,thing,Shogun,3,5,120,120,90,2006,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Siam,20782,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307880,5.7901,6.61306,2.0714,4456,967,thing,Siam,2,2,15,15,15,2005,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Signorie,177678,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307139,6.62899,7.38652,3.5183,969,3464,thing,Signorie,2,4,120,120,60,2015,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Similo,268620,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,85870535,6.44776,6.8173,1.0413,1325,15852,thing,Similo,2,8,15,15,10,2019,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Simplicity,288254,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,85234295,5.53204,5.93889,1.6667,14400,87,thing,Simplicity,2,6,40,40,20,2021,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Skat,6819,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307285,6.12751,7.25753,3.0887,2316,1830,thing,Skat,3,3,30,30,30,1810,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Skull,92415,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81318567,7.02046,7.19065,1.1186,437,36858,thing,Skull,3,6,45,45,15,2011,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Small Islands,236248,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76934107,5.93103,6.64276,2.0455,3297,2147,thing,Small Islands,1,4,30,30,30,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Snekagon,315321,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472225,0,5.04545,2,0,5,thing,Snekagon,2,2,10,10,5,2020,,,,No necessary in-game text,,,,,,standalone,,,,,
Snow Time,256438,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472218,5.67775,6.48545,1.2308,6099,1296,thing,Snow Time,3,5,40,40,20,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Sobek,67185,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307209,6.07761,6.61646,1.8434,2511,2424,thing,Sobek,2,4,40,40,40,2010,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Sobek: 2 Players,332944,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,82980475,6.34166,7.17189,1.9574,1567,4404,thing,Sobek: 2 Players,2,2,20,20,20,2021,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Solar Storm,274037,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81696616,5.98051,6.99886,2.0612,2985,2231,thing,Solar Storm,1,4,60,60,30,2020,,,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Solo,3347,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71306916,5.37621,5.27356,1.0448,26105,1840,thing,Solo,2,10,30,30,30,1993,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Soluna,131199,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,73330453,5.45409,5.14319,1.1667,25614,187,thing,Soluna,2,2,10,10,10,2012,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Soulaween,269766,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,94361869,5.58855,6.42685,1.4444,8958,277,thing,Soulaween,2,2,30,30,15,2019,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Space Base,242302,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86471929,7.31761,7.54709,2.1229,210,26300,thing,Space Base,2,5,60,60,60,2018,,,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Space Empires 4X,84419,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87815761,6.87599,7.68353,3.3785,608,7558,thing,Space Empires 4X,1,4,240,240,60,2011,,,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Space Station Phoenix,356414,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,95207023,6.2739,7.38709,3.0185,1765,1808,thing,Space Station Phoenix,2,4,120,120,60,2022,,,12+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Spades,592,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,77208262,6.18032,6.78623,2.0222,2081,1497,thing,Spades,4,4,60,60,60,1938,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Spirits of the Forest,235375,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472194,6.21935,6.78226,1.3553,1946,6510,thing,Spirits of the Forest,1,4,20,20,20,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Spite & Malice,6644,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104865331,5.55676,5.81397,1.3922,11172,1279,thing,Spite & Malice,2,5,30,30,30,2002,,,6+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Splash Down,376574,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,101696181,5.44395,2.85244,0,25773,8,thing,Splash Down,2,6,30,30,5,2022,,,,,,,,,,standalone,,,,,
Splendor,148228,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,81749456,7.29936,7.42142,1.7814,221,118216,thing,Splendor,2,4,30,30,30,2014,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Splito,359878,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,93302873,5.85599,6.72489,1.2105,3842,1512,thing,Splito,3,8,20,20,15,2022,,,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Spot it!,63268,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472165,6.38906,6.55901,1.0301,1461,39978,thing,Spot it!,2,8,15,15,15,2009,,,4+,No necessary in-game text,,,,,,standalone,,,,,
Spots,372559,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,103492092,6.43311,7.16012,1.38,1363,4546,thing,Spots,1,4,30,30,25,2022,,,6+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
SPYBAM,354051,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,100342203,0,10,0,0,3,thing,SPYBAM,2,8,90,90,45,2022,,,,,,,,,,standalone,,,,,
Spyrium,137269,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307320,6.65771,7.04373,2.8931,924,7521,thing,Spyrium,2,5,75,75,75,2013,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Squadro,245222,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81697214,5.64268,6.43446,1.6,6894,663,thing,Squadro,2,2,20,20,20,2018,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Star Fluxx,102104,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,86048020,6.00173,6.30497,1.4219,2865,13198,thing,Star Fluxx,2,6,40,40,10,2011,,,8+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Steam Works,143176,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81697092,5.96667,6.79314,3.1639,3066,2506,thing,Steam Works,2,5,120,120,90,2015,,,10+,No necessary in-game text,,,,,,standalone,,,,,
SteamRollers,182704,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87138264,5.97337,6.55401,2.12,3028,2569,thing,SteamRollers,1,5,45,45,30,2015,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Stella: Dixit Universe,329845,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,88365397,6.60285,7.32437,1.1471,1020,6464,thing,Stella: Dixit Universe,3,6,30,30,30,2021,,,6+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Stick to Colours,184627,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,101073681,0,5.81034,0,0,18,thing,Stick to Colours,2,4,20,20,15,2015,,,,,,,,,,standalone,,,,,
Stir Fry Eighteen,193122,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307271,5.53554,6.10039,1.2143,13792,213,thing,Stir Fry Eighteen,2,5,12,12,5,2015,,,8+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Stockpile,161614,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,103551065,6.99625,7.45349,2.1053,468,7712,thing,Stockpile,2,5,45,45,45,2015,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Stone Age,34635,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71306810,7.40279,7.52637,2.4596,162,57312,thing,Stone Age,2,4,90,90,60,2008,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Stone Age: Anniversary,260678,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81698628,6.7048,7.96137,2.2879,0,4920,thing,Stone Age: Anniversary,2,4,90,90,60,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Stone Age: The Expansion,107576,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81698617,6.61043,7.38062,2.5282,0,8787,thing,Stone Age: The Expansion,2,5,90,90,60,2011,,,10+,No necessary in-game text,,,,,,expansion,,,,,
Stone Age: The Mammoth Herd,238004,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81698635,5.77629,7.53524,1.6667,0,1593,thing,Stone Age: The Mammoth Herd,2,4,80,80,50,2017,,,10+,No necessary in-game text,,,,,,expansion,,,,,
Stone Age: The New Huts,38876,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81698649,5.97588,7.38655,2.2292,0,1635,thing,Stone Age: The New Huts,2,4,60,60,60,2008,,,10+,No necessary in-game text,,,,,,expansion,,,,,
Strands,364343,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,95563776,5.55826,6.59685,2.3333,11018,19,thing,Strands,2,2,30,30,15,2022,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Streets,279720,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102773100,6.01182,6.68049,1.9583,2809,4296,thing,Streets,1,5,60,60,30,2021,,,10+,,,,,,,standalone,,,,,
Super Fantasy Brawl,194517,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,80271614,6.55312,7.62795,2.2568,1105,4220,thing,Super Fantasy Brawl,2,4,40,40,30,2022,,,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Super Mega Lucky Box,341530,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,98675493,6.42241,7.1499,1.2182,1389,4790,thing,Super Mega Lucky Box,1,6,20,20,20,2021,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Sushi Go Party!,192291,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,92166245,7.24289,7.39793,1.3038,256,63276,thing,Sushi Go Party!,2,8,20,20,20,2016,,,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Sushi Go!,133473,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71306869,6.89493,7.00386,1.16,579,84093,thing,Sushi Go!,2,5,15,15,15,2013,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Sushi Go!: Soy Sauce Promo,165802,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71333658,5.90705,6.90475,1.1714,0,3029,thing,Sushi Go!: Soy Sauce Promo,2,5,15,15,15,2014,,,6+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Tablut,6121,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71308324,5.57074,6.29184,2.5,10072,363,thing,Tablut,2,2,45,45,45,1700,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Takara Island,150599,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307882,5.52439,5.80942,1.6,15947,326,thing,Takara Island,2,6,45,45,45,2011,,,8+,,,,,,,standalone,,,,,
Take 5,432,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71306785,6.83956,6.96748,1.1933,647,42635,thing,Take 5,2,10,45,45,45,1994,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Takenoko,70919,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71306826,7.08304,7.21572,1.9745,383,70419,thing,Takenoko,2,4,45,45,45,2011,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Talon,145976,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87138530,6.00039,7.42233,2.566,2875,2526,thing,Talon,2,6,90,90,60,2016,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Taluva,24508,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307166,6.80759,7.14468,2.255,685,8755,thing,Taluva,2,4,45,45,45,2006,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Tang Hu Lu (冰糖葫芦),355739,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,103383296,5.50221,5.52053,1,21408,15,thing,Tang Hu Lu (冰糖葫芦),2,4,25,25,25,2020,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Tapestry,286096,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472128,7.2194,7.45125,2.9362,275,27298,thing,Tapestry,1,5,120,120,90,2019,,,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Targi,118048,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307097,7.42645,7.61556,2.3402,148,37960,thing,Targi,2,2,60,60,60,2012,,,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tarock,2780,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,82185453,5.65169,7.38123,3.625,6670,313,thing,Tarock,2,5,30,30,30,1425,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Tash-Kalar,146278,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307140,6.75667,7.15948,2.8388,755,9069,thing,Tash-Kalar: Arena of Legends,2,4,60,60,30,2013,,,12+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tea Time,121015,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72225221,5.558,5.85543,1.2,11044,373,thing,Tea Time,2,4,30,30,15,2012,,,,No necessary in-game text,,,,,,standalone,,,,,
Templari,235468,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472717,5.50606,5.79891,1.25,20507,101,thing,Templari,3,5,30,30,30,2017,,,,,,,,,,standalone,,,,,
Teotihuacan: City of Gods,229853,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72390447,7.59885,7.86726,3.7786,85,26211,thing,Teotihuacan: City of Gods,1,4,120,120,90,2018,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Terra Mystica,120677,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71306786,7.89931,8.06441,3.9726,27,51907,thing,Terra Mystica,2,5,150,150,60,2012,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Terra Mystica: 4 Town Tiles,149890,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71333733,6.30204,8.10638,3.3125,0,3273,thing,Terra Mystica: 4 Town Tiles,2,5,100,100,100,2013,,,12+,No necessary in-game text,,,,,,expansion,,,,,
Terra Mystica: Fire & Ice,161317,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472336,7.45692,8.42202,3.9597,0,13340,thing,Terra Mystica: Fire & Ice,2,5,100,100,100,2014,,,12+,No necessary in-game text,,,,,,expansion,,,,,
Terra Mystica: Landscapes,184895,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71333754,6.31746,8.17747,3.8125,0,4046,thing,Terra Mystica: Mini expansion,2,5,150,150,60,2015,,,12+,No necessary in-game text,,,,,,expansion,,,,,
Terra Mystica: Shipping Value promo card,150740,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71333725,6.06135,7.84556,3.35,0,2398,thing,Terra Mystica: Shipping Value promo card,2,5,100,100,100,2013,,,12+,No necessary in-game text,,,,,,expansion,,,,,
Thermopyles,141019,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307329,5.27659,3.9151,1.2308,26207,27,thing,Thermopyles,1,4,20,20,20,2013,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Thrive,250725,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472257,5.63941,6.64019,1.4545,6970,503,thing,Thrive,2,2,30,30,20,2020,,,6+,No necessary in-game text,,,,,,standalone,,,,,
Through the Ages,25613,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307293,7.5951,7.84546,4.177,86,18144,thing,Through the Ages: A Story of Civilization,2,4,120,120,120,2006,,,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Through the Ages: A New Story of Civilization,182028,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71306900,8.06256,8.29291,4.4359,14,36371,thing,Through the Ages: A New Story of Civilization,2,4,120,120,120,2015,,,14+,Extensive use of text - massive conversion needed to be playable,,,,,,standalone,,,,,
Thurn and Taxis,21790,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76807466,6.91918,7.09135,2.2588,558,22897,thing,Thurn and Taxis,2,4,60,60,60,2006,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Tic Tac Match,313822,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,95692609,5.42865,4.43645,1.1667,25918,23,thing,Tic Tac Match,2,4,10,10,5,2020,,,,,,,,,,standalone,,,,,
Tichu,215,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81696831,7.29452,7.57986,2.3406,225,24426,thing,Tichu,4,4,60,60,60,1991,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Ticket Gagnant,379553,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,104830914,5.51551,5.95982,1.3333,18101,67,thing,Ticket Gagnant,2,6,30,30,15,2023,,,10–6,No necessary in-game text,,,,,,standalone,,,,,
Ticket to Ride,9209,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,97712538,7.27535,7.39285,1.8281,236,129715,thing,Ticket to Ride,2,5,60,60,30,2004,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Tien Len,18103,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,97278548,5.56694,6.89698,1.8889,10334,89,thing,Tien Len,2,8,20,20,20,0,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Tigris & Euphrates,42,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,89803069,7.52037,7.70535,3.4986,103,31296,thing,Tigris & Euphrates,2,4,120,120,60,1997,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Tiki,214910,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71308299,5.55077,5.95529,1.9,11737,311,thing,Tiki,2,2,20,20,10,2018,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Time Masters,148759,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307887,5.57288,6.23695,2.5,9922,301,thing,Time Masters,2,4,35,35,35,2014,,,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Tinners' Trail,321277,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,93302900,6.21686,7.13156,2.84,1957,3644,thing,Tinners' Trail,1,5,90,90,60,2021,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Tiny Epic Defenders (Second Edition),238656,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,96004567,6.17026,6.99847,2.0208,2121,5391,thing,Tiny Epic Defenders (Second Edition),1,4,60,60,30,2018,,,10+,Moderate in-game text - needs crib sheet or paste ups,,,,,,standalone,,,,,
Tiny Farms,305841,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,89111744,5.51122,5.64718,1.3333,19189,107,thing,Tiny Farms,1,4,30,30,20,2020,,,5–14,No necessary in-game text,,,,,,standalone,,,,,
Tiwanaku,267979,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,98957523,6.00127,7.21278,2.1923,2868,1720,thing,Tiwanaku,1,4,60,60,30,2022,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Tobago,42215,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307243,6.85317,7.09903,2.1303,635,13999,thing,Tobago,2,4,60,60,60,2009,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Tock,98426,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307027,5.50015,5.6,1.5,21865,82,thing,Super Tock 6,2,6,45,45,45,0,,,6+,No necessary in-game text,,,,,,standalone,,,,,
ToeShamBo,258723,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,72910297,5.43738,4.85445,1.1667,25858,86,thing,ToeShamBo,2,2,10,10,5,2019,,,6+,,,,,,,standalone,,,,,
Tokaido,123540,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307012,6.76374,6.93079,1.7418,742,38617,thing,Tokaido,2,5,45,45,45,2012,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Tokaido: Crossroads,144384,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71333885,6.53806,7.47306,1.869,0,8246,thing,Tokaido: Crossroads,2,5,45,45,45,2013,,,8+,Some necessary text - easily memorized or small crib sheet,,,,,,expansion,,,,,
Tokaido: The New Encounters,132479,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,71333883,5.70602,6.91392,1.8333,0,929,thing,Tokaido: The New Encounters,2,5,45,45,45,2012,,,8+,,,,,,,expansion,,,,,
Tournay,105037,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307889,6.37929,6.95889,2.907,1485,4452,thing,Tournay,2,4,60,60,30,2011,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Tranquility,288513,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81696948,6.33655,6.97605,1.3378,1581,5562,thing,Tranquility,1,5,20,20,15,2020,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Tranquility: Stormy Seas,304914,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,81696967,5.53285,7.07556,2,0,234,thing,Tranquility: Stormy Seas,1,5,20,20,15,2020,,,,,,,,,,expansion,,,,,
Tranquility: The Ascent,334717,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,99889705,5.56513,6.11805,2,10481,40,thing,Tranquility: The Ascent,1,5,30,30,15,2025,,,8+,No necessary in-game text,,,,,,standalone,,,,,
Trasteros Locos: Crazy Auctions,323275,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,87138276,0,8.725,2,0,15,thing,Trasteros Locos: Crazy Auctions,3,6,45,45,30,2020,,,,No necessary in-game text,,,,,,standalone,,,,,
Trek 12: At Home – Semaine 1,323881,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,82482483,5.52084,6.47907,2,0,61,thing,Trek 12: At Home – Semaine 1,1,50,30,30,15,2020,,,8+,No necessary in-game text,,,,,,expansion,,,,,
Trek 12: At Home – Semaine 2,329619,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,82482485,0,7.66667,0,0,42,thing,Trek 12: At Home – Semaine 2,2,50,30,30,15,2020,,,,,,,,,,expansion,,,,,
Trek 12: de la Saint Valentin,331506,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,82482342,0,6.19231,0,0,42,thing,Trek 12: de la Saint Valentin,2,2,30,30,15,2021,,,8+,No necessary in-game text,,,,,,expansion,,,,,
Trek 12: Himalaya,303672,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,82482334,6.20806,6.83458,1.4576,1988,4499,thing,Trek 12: Himalaya,1,50,30,30,15,2020,,,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Trek 12: Philitrek,331509,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,82482333,0,6.43793,0,0,50,thing,Trek 12: Philitrek,2,50,30,30,15,2021,,,8+,No necessary in-game text,,,,,,expansion,,,,,
Trek 12: Xmas,329620,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,82482339,5.53182,6.87021,2,0,62,thing,Trek 12: Xmas,1,50,30,30,15,2020,,,8+,No necessary in-game text,,,,,,expansion,,,,,
Trekking the World,300442,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,76144188,6.40282,7.10003,1.9067,1421,5395,thing,Trekking the World,2,5,60,60,30,2020,,,8+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Trellis,202582,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,91980664,5.59038,5.99323,1.0833,8856,1512,thing,Trellis,2,4,20,20,20,2018,,,8,No necessary in-game text,,,,,,standalone,,,,,
TriATri,351494,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,102772933,5.48632,4.82353,0,24008,20,thing,TriATri,2,4,30,30,20,2021,,,,,,,,,,standalone,,,,,
Trick of the Rails,118497,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,81880435,5.90099,6.56945,2.4545,3503,1760,thing,Trick of the Rails,3,5,20,20,20,2011,,,10+,Some necessary text - easily memorized or small crib sheet,,,,,,standalone,,,,,
Troggu,104902,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,86472750,0,5.71895,0,0,12,thing,Troggu,3,8,30,30,30,0,,,,,,,,,,standalone,,,,,
Troyes,73439,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,71307125,7.51335,7.71607,3.4588,108,27000,thing,Troyes,1,4,90,90,90,2010,,,12+,No necessary in-game text,,,,,,standalone,,,,,
Troyes Dice,284584,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,83884165,6.30224,7.01902,2.3143,1669,4549,thing,Troyes Dice,1,10,30,30,20,2020,,,10+,No necessary in-game text,,,,,,standalone,,,,,
Trusis,325121,0,0,0,1,0,0,0,0,0,0,0,3,,,,,,89111758,5.50066,7.10277,1.8571,21759,9,thing,Trusis,3,30,40,40,20,2009,,,,,,,,,,standalone,,,,,
